hierarchy level 1,hierarchy level 2,hierarchy level 3,hierarchy level 4,gene,area_xyl,area_glu,%  change in level 1 mass fraction after 12 h in glu compared to xyl,%  change in level 2 mass fraction after 12 h in glu compared to xyl,%  change in level 3 mass fraction after 12 h in glu compared to xyl,%  change in level 4 mass fraction after 12 h in glu compared to xyl
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_03556:A0A0H3CF96,CCNA_03556,,,-7.3776082085225,-16.2783875297097,-16.2115523814991,#VALUE!
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_03533:A0A0H3CF72,CCNA_03533,0.01618323190018,0.039813567530246,-7.3776082085225,-16.2783875297097,-16.2115523814991,+146.02
Metabolism,Non-protein membrane transport,Transporters and transport receptors,tolR:A0A0H3CEM6,tolR,0.005113852293943,0.005065889703549,-7.3776082085225,-16.2783875297097,-16.2115523814991,-0.94
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_03809:A0A0H3CEF2,CCNA_03809,0.022288684347665,0.037044927576266,-7.3776082085225,-16.2783875297097,-16.2115523814991,+66.21
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_03236:A0A0H3CED6,CCNA_03236,,,-7.3776082085225,-16.2783875297097,-16.2115523814991,#VALUE!
Metabolism,Non-protein membrane transport,Transporters and transport receptors,ccmA:A0A0H3CED0,ccmA,0.001360618082956,0.001425770843335,-7.3776082085225,-16.2783875297097,-16.2115523814991,+4.79
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_03808:A0A0H3CE51,CCNA_03808,0.032119689254607,0.087904829987231,-7.3776082085225,-16.2783875297097,-16.2115523814991,+173.68
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_03716:A0A0H3CE40,CCNA_03716,0.002305263321356,0.002136296296573,-7.3776082085225,-16.2783875297097,-16.2115523814991,-7.33
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_03787:A0A0H3CE33,CCNA_03787,0.000746799208508,0.000780033421606,-7.3776082085225,-16.2783875297097,-16.2115523814991,+4.45
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_03112:A0A0H3CDZ1,CCNA_03112,0.005057501950694,0.005493380958559,-7.3776082085225,-16.2783875297097,-16.2115523814991,+8.62
Metabolism,Non-protein membrane transport,Transporters and transport receptors,mcsS:A0A0H3CDV2,mcsS,0.001534152355959,0.0014203248482,-7.3776082085225,-16.2783875297097,-16.2115523814991,-7.42
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_03715:A0A0H3CDU2,CCNA_03715,0.011091163587682,0.012445214437163,-7.3776082085225,-16.2783875297097,-16.2115523814991,+12.21
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_03616:A0A0H3CDU1,CCNA_03616,0.011022102398264,0.008251902608691,-7.3776082085225,-16.2783875297097,-16.2115523814991,-25.13
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_03681:A0A0H3CDR3,CCNA_03681,0.020557488975764,0.016033963288462,-7.3776082085225,-16.2783875297097,-16.2115523814991,-22.00
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_03022:A0A0H3CDQ3,CCNA_03022,0.001159165046645,0.001604376754253,-7.3776082085225,-16.2783875297097,-16.2115523814991,+38.41
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_03615:A0A0H3CDK2,CCNA_03615,0.159302855481179,0.104151768412223,-7.3776082085225,-16.2783875297097,-16.2115523814991,-34.62
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_03831:A0A0H3CDB1,CCNA_03831,,,-7.3776082085225,-16.2783875297097,-16.2115523814991,#VALUE!
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_03807:A0A0H3CD94,CCNA_03807,0.044881169171623,0.190784999579737,-7.3776082085225,-16.2783875297097,-16.2115523814991,+325.09
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_03786:A0A0H3CD74,CCNA_03786,0.006203333023135,0.004102054884351,-7.3776082085225,-16.2783875297097,-16.2115523814991,-33.87
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_03383:A0A0H3CD50,CCNA_03383,0.013824063663811,0.012059364215061,-7.3776082085225,-16.2783875297097,-16.2115523814991,-12.77
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_02747:A0A0H3CD03,CCNA_02747,0.0257120947202,0.060496227578984,-7.3776082085225,-16.2783875297097,-16.2115523814991,+135.28
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_03389:A0A0H3CCZ3,CCNA_03389,0.002202361538687,0.001542437201947,-7.3776082085225,-16.2783875297097,-16.2115523814991,-29.96
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_03714:A0A0H3CCX7,CCNA_03714,0.041014677072431,0.063721497004165,-7.3776082085225,-16.2783875297097,-16.2115523814991,+55.36
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_02716:A0A0H3CCW7,CCNA_02716,0.012976651654945,0.03885326336065,-7.3776082085225,-16.2783875297097,-16.2115523814991,+199.41
Metabolism,Non-protein membrane transport,Transporters and transport receptors,tolB:A0A0H3CCV1,tolB,0.043556776065147,0.051894378636592,-7.3776082085225,-16.2783875297097,-16.2115523814991,+19.14
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_03235:A0A0H3CCT0,CCNA_03235,,,-7.3776082085225,-16.2783875297097,-16.2115523814991,#VALUE!
Metabolism,Non-protein membrane transport,Transporters and transport receptors,acrB:A0A0H3CCS3,acrB,0.070237044617646,0.156447567317907,-7.3776082085225,-16.2783875297097,-16.2115523814991,+122.74
Metabolism,Non-protein membrane transport,Transporters and transport receptors,acrB5:A0A0H3CCP7,acrB5,0.043705029604247,0.062633588381075,-7.3776082085225,-16.2783875297097,-16.2115523814991,+43.31
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_03624:A0A0H3CCP4,CCNA_03624,0.016630268146629,0.010267079308775,-7.3776082085225,-16.2783875297097,-16.2115523814991,-38.26
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_03830:A0A0H3CCL9,CCNA_03830,0.010781482050044,0.016301078260908,-7.3776082085225,-16.2783875297097,-16.2115523814991,+51.20
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_03187:A0A0H3CCL2,CCNA_03187,,,-7.3776082085225,-16.2783875297097,-16.2115523814991,#VALUE!
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_03218:A0A0H3CCK1,CCNA_03218,0.002234008641367,0.004092071004952,-7.3776082085225,-16.2783875297097,-16.2115523814991,+83.17
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_03483:A0A0H3CCD9,CCNA_03483,0.036968288640209,0.139194640287984,-7.3776082085225,-16.2783875297097,-16.2115523814991,+276.52
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_03108:A0A0H3CCA6,CCNA_03108,3.20281984738173,1.94924760141577,-7.3776082085225,-16.2783875297097,-16.2115523814991,-39.14
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_03096:A0A0H3CC95,CCNA_03096,0.071794483711101,0.254853151246254,-7.3776082085225,-16.2783875297097,-16.2115523814991,+254.98
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_03408:A0A0H3CC83,CCNA_03408,0.008958558154542,0.00935798808104,-7.3776082085225,-16.2783875297097,-16.2115523814991,+4.46
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_02473:A0A0H3CC70,CCNA_02473,0.012210427147604,0.007859109647061,-7.3776082085225,-16.2783875297097,-16.2115523814991,-35.64
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_03388:A0A0H3CC67,CCNA_03388,,,-7.3776082085225,-16.2783875297097,-16.2115523814991,#VALUE!
Metabolism,Non-protein membrane transport,Transporters and transport receptors,pal:A0A0H3CC28,pal,0.183939363179446,0.259875429922561,-7.3776082085225,-16.2783875297097,-16.2115523814991,+41.28
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_02983:A0A0H3CC09,CCNA_02983,0.003063742740477,0.002253221736693,-7.3776082085225,-16.2783875297097,-16.2115523814991,-26.46
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_03300:A0A0H3CC02,CCNA_03300,0.052441111111119,0.175666728267532,-7.3776082085225,-16.2783875297097,-16.2115523814991,+234.98
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_02403:A0A0H3CC01,CCNA_02403,,,-7.3776082085225,-16.2783875297097,-16.2115523814991,#VALUE!
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_03285:A0A0H3CBZ0,CCNA_03285,,,-7.3776082085225,-16.2783875297097,-16.2115523814991,#VALUE!
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_03581:A0A0H3CBY7,CCNA_03581,,,-7.3776082085225,-16.2783875297097,-16.2115523814991,#VALUE!
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_02982:A0A0H3CBY4,CCNA_02982,0.002389897107801,0.001880231036039,-7.3776082085225,-16.2783875297097,-16.2115523814991,-21.33
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_03249:A0A0H3CBW4,CCNA_03249,0.50339015661012,0.472966491569645,-7.3776082085225,-16.2783875297097,-16.2115523814991,-6.04
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_03549:A0A0H3CBV8,CCNA_03549,,,-7.3776082085225,-16.2783875297097,-16.2115523814991,#VALUE!
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_03239:A0A0H3CBV6,CCNA_03239,,,-7.3776082085225,-16.2783875297097,-16.2115523814991,#VALUE!
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_03524:A0A0H3CBT4,CCNA_03524,0.064694206257858,0.043931277417583,-7.3776082085225,-16.2783875297097,-16.2115523814991,-32.09
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_02910:A0A0H3CBS1,CCNA_02910,3.34356640422501,2.53495541503868,-7.3776082085225,-16.2783875297097,-16.2115523814991,-24.18
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_02895:A0A0H3CBQ7,CCNA_02895,0.026012298521356,0.009076256980822,-7.3776082085225,-16.2783875297097,-16.2115523814991,-65.11
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_03482:A0A0H3CBP8,CCNA_03482,0.004322156585773,0.023398479995737,-7.3776082085225,-16.2783875297097,-16.2115523814991,+441.36
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_02848:A0A0H3CBM0,CCNA_02848,0.009021401222771,0.006911398585617,-7.3776082085225,-16.2783875297097,-16.2115523814991,-23.39
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_03165:A0A0H3CBL2,CCNA_03165,,,-7.3776082085225,-16.2783875297097,-16.2115523814991,#VALUE!
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_02809:A0A0H3CBK5,CCNA_02809,0.022964501112684,0.041692282845316,-7.3776082085225,-16.2783875297097,-16.2115523814991,+81.55
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_02232:A0A0H3CBJ0,CCNA_02232,,,-7.3776082085225,-16.2783875297097,-16.2115523814991,#VALUE!
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_03407:A0A0H3CBI4,CCNA_03407,0.010740773802197,0.013288965194616,-7.3776082085225,-16.2783875297097,-16.2115523814991,+23.72
Metabolism,Non-protein membrane transport,Transporters and transport receptors,metN:A0A0H3CBF3,metN,0.019289054027371,0.031797472758603,-7.3776082085225,-16.2783875297097,-16.2115523814991,+64.85
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_02750:A0A0H3CBD2,CCNA_02750,,,-7.3776082085225,-16.2783875297097,-16.2115523814991,#VALUE!
Metabolism,Non-protein membrane transport,Transporters and transport receptors,tolQ:A0A0H3CBC4,tolQ,0.025417804893112,0.024419854827574,-7.3776082085225,-16.2783875297097,-16.2115523814991,-3.93
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_02729:A0A0H3CBB6,CCNA_02729,0.004842490399182,0.004902966642744,-7.3776082085225,-16.2783875297097,-16.2115523814991,+1.25
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_02714:A0A0H3CBA5,CCNA_02714,0.022234703265856,0.017665175401376,-7.3776082085225,-16.2783875297097,-16.2115523814991,-20.55
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_03049:A0A0H3CB96,CCNA_03049,,,-7.3776082085225,-16.2783875297097,-16.2115523814991,#VALUE!
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_03299:A0A0H3CB93,CCNA_03299,0.026324967562405,0.109275637641593,-7.3776082085225,-16.2783875297097,-16.2115523814991,+315.10
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_03248:A0A0H3CB68,CCNA_03248,0.61270491336295,0.428276931964101,-7.3776082085225,-16.2783875297097,-16.2115523814991,-30.10
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_03238:A0A0H3CB62,CCNA_03238,,,-7.3776082085225,-16.2783875297097,-16.2115523814991,#VALUE!
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_03227:A0A0H3CB54,CCNA_03227,0.021646297810379,0.009115710911053,-7.3776082085225,-16.2783875297097,-16.2115523814991,-57.89
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_02971:A0A0H3CB40,CCNA_02971,0.003155059343629,0.002608756629597,-7.3776082085225,-16.2783875297097,-16.2115523814991,-17.32
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_02807:A0A0H3CAR8,CCNA_02807,0.003899625422105,0.009499786188161,-7.3776082085225,-16.2783875297097,-16.2115523814991,+143.61
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_02472:A0A0H3CAR0,CCNA_02472,0.011537369675031,0.01112488920081,-7.3776082085225,-16.2783875297097,-16.2115523814991,-3.58
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_02412:A0A0H3CAK8,CCNA_02412,,,-7.3776082085225,-16.2783875297097,-16.2115523814991,#VALUE!
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_03023:A0A0H3CAJ6,CCNA_03023,0.086262457867884,0.154270124159362,-7.3776082085225,-16.2783875297097,-16.2115523814991,+78.84
Metabolism,Non-protein membrane transport,Transporters and transport receptors,tauC:A0A0H3CAJ5,tauC,0.001410987983859,0.002441445651504,-7.3776082085225,-16.2783875297097,-16.2115523814991,+73.03
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_01835:A0A0H3CAF2,CCNA_01835,0.020863422602356,0.038920312992781,-7.3776082085225,-16.2783875297097,-16.2115523814991,+86.55
Metabolism,Non-protein membrane transport,Transporters and transport receptors,exbB:A0A0H3CAE9,exbB,0.775169820135906,0.429664254045059,-7.3776082085225,-16.2783875297097,-16.2115523814991,-44.57
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_01830:A0A0H3CAE7,CCNA_01830,0.007269539708634,0.005463352531433,-7.3776082085225,-16.2783875297097,-16.2115523814991,-24.85
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_02406:A0A0H3CAD4,CCNA_02406,0.00514944663954,0.005378685155493,-7.3776082085225,-16.2783875297097,-16.2115523814991,+4.45
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_01806:A0A0H3CAC8,CCNA_01806,0.001435818998492,0.001471680889156,-7.3776082085225,-16.2783875297097,-16.2115523814991,+2.50
Metabolism,Non-protein membrane transport,Transporters and transport receptors,lptD:A0A0H3CA88,lptD,0.080554236529148,0.067331714625407,-7.3776082085225,-16.2783875297097,-16.2115523814991,-16.41
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_02256:A0A0H3CA80,CCNA_02256,,,-7.3776082085225,-16.2783875297097,-16.2115523814991,#VALUE!
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_02231:A0A0H3CA59,CCNA_02231,0.213724825906102,0.28654660658112,-7.3776082085225,-16.2783875297097,-16.2115523814991,+34.07
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_02811:A0A0H3CA19,CCNA_02811,0.004458641930983,0.005628115057345,-7.3776082085225,-16.2783875297097,-16.2115523814991,+26.23
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_01688:A0A0H3CA15,CCNA_01688,0.003868282213841,0.003747958323169,-7.3776082085225,-16.2783875297097,-16.2115523814991,-3.11
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_02806:A0A0H3CA14,CCNA_02806,0.002091250281325,0.003103409061598,-7.3776082085225,-16.2783875297097,-16.2115523814991,+48.40
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_02179:A0A0H3CA13,CCNA_02179,0.206735667299537,0.059888251318254,-7.3776082085225,-16.2783875297097,-16.2115523814991,-71.03
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_02174:A0A0H3CA08,CCNA_02174,0.024169057922086,0.038033622268905,-7.3776082085225,-16.2783875297097,-16.2115523814991,+57.36
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_02277:A0A0H3CA06,CCNA_02277,,,-7.3776082085225,-16.2783875297097,-16.2115523814991,#VALUE!
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_02495:A0A0H3C9X6,CCNA_02495,,,-7.3776082085225,-16.2783875297097,-16.2115523814991,#VALUE!
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_02743:A0A0H3C9W4,CCNA_02743,0.041303383901957,0.102963295313449,-7.3776082085225,-16.2783875297097,-16.2115523814991,+149.29
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_02127:A0A0H3C9V2,CCNA_02127,0.006878179762106,0.005131538372418,-7.3776082085225,-16.2783875297097,-16.2115523814991,-25.39
Metabolism,Non-protein membrane transport,Transporters and transport receptors,malK:A0A0H3C9U1,malK,0.002495932363451,0.00579535212118,-7.3776082085225,-16.2783875297097,-16.2115523814991,+132.19
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_01588:A0A0H3C9T8,CCNA_01588,,,-7.3776082085225,-16.2783875297097,-16.2115523814991,#VALUE!
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_01583:A0A0H3C9T4,CCNA_01583,0.08063674559787,0.088063164257818,-7.3776082085225,-16.2783875297097,-16.2115523814991,+9.21
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_02099:A0A0H3C9S4,CCNA_02099,,,-7.3776082085225,-16.2783875297097,-16.2115523814991,#VALUE!
Metabolism,Non-protein membrane transport,Transporters and transport receptors,exbD:A0A0H3C9Q8,exbD,0.002236128886214,0.001759946168244,-7.3776082085225,-16.2783875297097,-16.2115523814991,-21.29
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_02173:A0A0H3C9Q6,CCNA_02173,0.014571656137946,0.017591836800683,-7.3776082085225,-16.2783875297097,-16.2115523814991,+20.73
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_02405:A0A0H3C9P7,CCNA_02405,0.031349573551319,0.028145305936723,-7.3776082085225,-16.2783875297097,-16.2115523814991,-10.22
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_02048:A0A0H3C9P0,CCNA_02048,0.44472864045475,0.407642945186026,-7.3776082085225,-16.2783875297097,-16.2115523814991,-8.34
Metabolism,Non-protein membrane transport,Transporters and transport receptors,malY:A0A0H3C9M4,malY,,,-7.3776082085225,-16.2783875297097,-16.2115523814991,#VALUE!
Metabolism,Non-protein membrane transport,Transporters and transport receptors,acrB4:A0A0H3C9A9,acrB4,0.004153371332849,0.005338742919539,-7.3776082085225,-16.2783875297097,-16.2115523814991,+28.54
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_02007:A0A0H3C9A2,CCNA_02007,0.006466114241598,0.007472769062948,-7.3776082085225,-16.2783875297097,-16.2115523814991,+15.57
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_01856:A0A0H3C999,CCNA_01856,0.014504624754592,0.007841877388627,-7.3776082085225,-16.2783875297097,-16.2115523814991,-45.94
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_01834:A0A0H3C977,CCNA_01834,0.017465127008652,0.051268171653724,-7.3776082085225,-16.2783875297097,-16.2115523814991,+193.55
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_02172:A0A0H3C964,CCNA_02172,0.012701424506881,0.016920018419532,-7.3776082085225,-16.2783875297097,-16.2115523814991,+33.21
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_01340:A0A0H3C939,CCNA_01340,0.000442219715176,0.000681372737394,-7.3776082085225,-16.2783875297097,-16.2115523814991,+54.08
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_01335:A0A0H3C936,CCNA_01335,0.004412211632269,0.005659175756308,-7.3776082085225,-16.2783875297097,-16.2115523814991,+28.26
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_01909:A0A0H3C925,CCNA_01909,,,-7.3776082085225,-16.2783875297097,-16.2115523814991,#VALUE!
Metabolism,Non-protein membrane transport,Transporters and transport receptors,tonB1:A0A0H3C912,tonB1,0.089263995713054,0.055442246529689,-7.3776082085225,-16.2783875297097,-16.2115523814991,-37.89
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_02404:A0A0H3C8Z9,CCNA_02404,0.001108983873372,0.000918758783234,-7.3776082085225,-16.2783875297097,-16.2115523814991,-17.15
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_01865:A0A0H3C8Z7,CCNA_01865,0.002419093192422,0.003415739817079,-7.3776082085225,-16.2783875297097,-16.2115523814991,+41.20
Metabolism,Non-protein membrane transport,Transporters and transport receptors,malA:A0A0H3C8W8,malA,0.003585315460476,0.003144081522943,-7.3776082085225,-16.2783875297097,-16.2115523814991,-12.31
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_01206:A0A0H3C8W6,CCNA_01206,,,-7.3776082085225,-16.2783875297097,-16.2115523814991,#VALUE!
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_01196:A0A0H3C8V7,CCNA_01196,0.015866696143809,0.022859797242196,-7.3776082085225,-16.2783875297097,-16.2115523814991,+44.07
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_02327:A0A0H3C8S9,CCNA_02327,0.013899690343507,0.022049396466871,-7.3776082085225,-16.2783875297097,-16.2115523814991,+58.63
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_01161:A0A0H3C8S5,CCNA_01161,0.000397390795999,0.000589830445365,-7.3776082085225,-16.2783875297097,-16.2115523814991,+48.43
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_01155:A0A0H3C8S1,CCNA_01155,0.606984062781922,0.368946257898257,-7.3776082085225,-16.2783875297097,-16.2115523814991,-39.22
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_01149:A0A0H3C8R7,CCNA_01149,,,-7.3776082085225,-16.2783875297097,-16.2115523814991,#VALUE!
Metabolism,Non-protein membrane transport,Transporters and transport receptors,lolD:A0A0H3C8R0,lolD,0.003733451869367,0.00447426982012,-7.3776082085225,-16.2783875297097,-16.2115523814991,+19.84
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_01734:A0A0H3C8P4,CCNA_01734,,,-7.3776082085225,-16.2783875297097,-16.2115523814991,#VALUE!
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_01729:A0A0H3C8P0,CCNA_01729,,,-7.3776082085225,-16.2783875297097,-16.2115523814991,#VALUE!
Metabolism,Non-protein membrane transport,Transporters and transport receptors,sufC:A0A0H3C8K7,sufC,0.050362142750947,0.066339044095649,-7.3776082085225,-16.2783875297097,-16.2115523814991,+31.72
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_01676:A0A0H3C8I6,CCNA_01676,0.010790828697387,0.008214159800133,-7.3776082085225,-16.2783875297097,-16.2115523814991,-23.88
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_01908:A0A0H3C8H4,CCNA_01908,,,-7.3776082085225,-16.2783875297097,-16.2115523814991,#VALUE!
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_01039:A0A0H3C8H3,CCNA_01039,,,-7.3776082085225,-16.2783875297097,-16.2115523814991,#VALUE!
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_01034:A0A0H3C8G9,CCNA_01034,0.68472188668816,0.230117651204354,-7.3776082085225,-16.2783875297097,-16.2115523814991,-66.39
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_01587:A0A0H3C8G6,CCNA_01587,,,-7.3776082085225,-16.2783875297097,-16.2115523814991,#VALUE!
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_02171:A0A0H3C8D8,CCNA_02171,0.011340456517781,0.007096937238715,-7.3776082085225,-16.2783875297097,-16.2115523814991,-37.42
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_01548:A0A0H3C8D4,CCNA_01548,,,-7.3776082085225,-16.2783875297097,-16.2115523814991,#VALUE!
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_01859:A0A0H3C8C8,CCNA_01859,0.02670464288449,0.017647180193047,-7.3776082085225,-16.2783875297097,-16.2115523814991,-33.92
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_01592:A0A0H3C8C3,CCNA_01592,0.002046392226799,0.001561082257208,-7.3776082085225,-16.2783875297097,-16.2115523814991,-23.72
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_01586:A0A0H3C8C0,CCNA_01586,,,-7.3776082085225,-16.2783875297097,-16.2115523814991,#VALUE!
Metabolism,Non-protein membrane transport,Transporters and transport receptors,lolD:A0A0H3C8B8,lolD,,,-7.3776082085225,-16.2783875297097,-16.2115523814991,#VALUE!
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_01576:A0A0H3C8B3,CCNA_01576,,,-7.3776082085225,-16.2783875297097,-16.2115523814991,#VALUE!
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_02106:A0A0H3C874,CCNA_02106,0.006840306457701,0.006415987671984,-7.3776082085225,-16.2783875297097,-16.2115523814991,-6.20
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_01762:A0A0H3C867,CCNA_01762,0.005337278663154,0.00404350075126,-7.3776082085225,-16.2783875297097,-16.2115523814991,-24.24
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_01738:A0A0H3C848,CCNA_01738,0.271263482172783,0.939819349172755,-7.3776082085225,-16.2783875297097,-16.2115523814991,+246.46
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_01507:A0A0H3C842,CCNA_01507,0.000811851204548,0.000655342899902,-7.3776082085225,-16.2783875297097,-16.2115523814991,-19.28
Metabolism,Non-protein membrane transport,Transporters and transport receptors,ibpA:A0A0H3C834,ibpA,0.001495642041055,0.001639084974159,-7.3776082085225,-16.2783875297097,-16.2115523814991,+9.59
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_00881:A0A0H3C816,CCNA_00881,0.003903647937256,0.00262939680591,-7.3776082085225,-16.2783875297097,-16.2115523814991,-32.64
Metabolism,Non-protein membrane transport,Transporters and transport receptors,CCNA_01675:A0A0H3C7Z3,CCNA_01675,0.004480590051027,0.002906724713126,-7.3776082085225,-16.2783875297097,-16.2115523814991,-35.13
